date,rain_7d,rain_30d,humidity_7d,humidity_min_7d,tempmax_7d,light_7d,humidity_trend,temp_trend,dry_spell,temp_mean_z,humidity_mean_z,rain_mm_z,rain_deficit_30d,y,stress_score
107,0.2,8.9,77.90396825396826,44.875,28.25,435.843253968254,-2.3984623015873012,-1.25,0,0.015175340102819356,0.270116755640856,-0.5042194840896106,0.0,0,0.0007587670051409679
108,0.1,8.9,77.47405753968255,44.1,28.775,434.2688492063492,-3.5655257936507923,-0.40000000000000213,0,-0.06820990493924736,-0.2148944232034418,-0.49453463274470133,0.0,0,0.017907868600286817
109,0.1,8.9,76.87093253968253,43.85,28.775,431.1746031746032,-4.632638888888891,0.6999999999999993,0,0.5829264727940807,-0.8931682111018092,-0.5129132307947887,0.0,0,0.10357700789818813
110,0.1,8.4,75.6639384920635,43.85,29.275,433.76388888888886,-5.295039682539681,1.1999999999999993,0,0.4662280957780269,-0.6437331264459106,-0.5042194840896107,0.0,0,0.07695583199272724
111,0.1,7.1000000000000005,75.37410714285716,43.85,29.275,429.6845238095238,-4.8127976190476005,1.1999999999999993,0,0.9736840240274193,-1.0019798664367976,-0.510748882998626,0.0,0,0.13218252340443742
112,0.0,6.200000000000001,75.2655753968254,43.85,29.275,427.0585317460317,-4.66671626984126,1.0249999999999986,0,0.9376146939794221,-0.6636835185728078,-0.6534301169614294,0.0,0,0.10218769458003843
113,0.0,5.0,74.31825396825397,43.85,29.275,431.8110119047619,-4.467757936507937,1.0249999999999986,0,1.7097102250394098,-1.6750321937573731,-0.6686592750333921,0.0,1,0.22507152739841824
114,0.30000000000000004,5.1000000000000005,74.00877976190476,43.85,29.275,438.0877976190476,-3.8951884920634967,1.0249999999999986,0,0.8095637272658068,-0.5038895643606542,0.7079525441789765,0.0,0,0.08246898339334485
115,0.30000000000000004,5.0,73.51150793650793,41.375,29.275,446.16666666666663,-3.9625496031746223,0.5,0,1.4269099989406349,-1.1475692352075109,-0.606258628040287,0.0,0,0.16697626954765765
116,0.30000000000000004,4.9,73.39811507936508,41.375,29.275,449.8983134920635,-3.4728174603174438,0.5,0,1.178115488011651,-1.173023150524433,-0.5645833994026856,0.0,0,0.15665770361095196
117,0.30000000000000004,4.9,72.9217757936508,41.375,29.049999999999997,449.08333333333337,-2.7421626984126988,-0.22500000000000142,0,0.516782096845138,-1.4050447493053229,-0.5469878736250218,0.0,0,0.14292616728436713
118,0.30000000000000004,4.9,72.56622023809523,39.975,29.625,452.79960317460325,-2.8078869047619293,0.3500000000000014,0,1.7722950028590783,-1.5606466679579212,-0.5944309143285651,0.0,1,0.21866863913944734
119,1.0,5.2,72.57331349206349,39.975,29.625,454.8685515873016,-2.6922619047619065,0.3500000000000014,0,1.3518530676495468,-0.6644139447248197,0.8877302014023737,1.6709677419354847,1,0.2202374632570273
120,1.5,5.6000000000000005,74.18655753968254,39.975,29.625,447.812003968254,-0.1316964285714306,0.3500000000000014,0,-0.14315815574189142,0.5809684001319276,0.46398677635401675,1.9483870967741943,0,0.10324784956972935
121,2.0,6.2,75.13035714285715,39.975,29.625,441.8020833333333,1.1215773809523881,0.3500000000000014,0,-0.6787191206195129,0.6711458540848154,1.0136286984121394,1.5419354838709678,0,0.07966665637639023
122,2.0,6.1000000000000005,76.55907738095239,39.975,29.625,432.9518849206349,3.0475694444444628,0.3500000000000014,0,-0.5181223118858532,0.6633887437529454,-0.5133308247220502,2.1258064516129016,0,0.10337253645275042
